### GO term enrichment for convergent genes in reproductive tract samples when mapped to different ref transcriptomes (see ms)
# GO.ID	= GO term ID
# GO_desc = GO term description	
# toTbi_GSEA = Gene set enrichment p-value when mapped to Timema bartmani
# toTte_GSEA = Gene set enrichment p-value when mapped to Timema tahoe	
# toTce_GSEA = Gene set enrichment p-value when mapped to Timema cristinae
# toTms_GSEA = Gene set enrichment p-value when mapped to Timema monikensis
# toTps_GSEA = Gene set enrichment p-value when mapped to Timema poppensis
# toTdi_GSEA = Gene set enrichment p-value when mapped to Timema douglasi
# toTcm_GSEA = Gene set enrichment p-value when mapped to Timema californicum
# toTsi_GSEA = Gene set enrichment p-value when mapped to Timema shepardi
# toTpa_GSEA = Gene set enrichment p-value when mapped to Timema podura
# toTge_GSEA = Gene set enrichment p-value when mapped to Timema genevievae
# median_GSEA = Median gene set enrichment p-value across species references
GO.ID	GO_desc	toTsi_GSEA	toTce_GSEA	toTbi_GSEA	toTps_GSEA	toTcm_GSEA	toTte_GSEA	toTdi_GSEA	toTms_GSEA	toTge_GSEA	toTpa_GSEA	median_GSEA
GO:0006642	triglyceride mobilization	0.19558	0.2161	0.14215	0.04971	0.05333	0.19875	0.04936	0.41011	0.4094	0.0811	0.168865
GO:0000086	G2/M transition of mitotic cell cycle	0.38435	0.5175	0.15132	0.17194	0.24836	0.02899	0.16583	0.38507	0.0423	0.15233	0.168885
GO:0036058	filtration diaphragm assembly	0.04547	0.5845	0.17509	0.12633	0.04807	0.16276	0.14884	0.57135	0.3839	0.35584	0.168925
GO:0019094	pole plasm mRNA localization	0.5668	0.2139	0.15598	0.09912	0.32464	0.29659	0.06293	0.18199	0.0351	0.02569	0.168985
GO:0009124	nucleoside monophosphate biosynthetic process	0.17587	0.0777	0.1766	0.16268	0.24077	0.2507	0.11907	0.05383	0.177	0.11333	0.169275
GO:0032786	"positive regulation of DNA-templated transcription, elongation"	0.22506	0.2268	0.23342	0.01294	0.37732	0.10832	0.14057	0.1987	0.1168	0.07976	0.169635
GO:0045910	negative regulation of DNA recombination	0.16326	0.6188	0.04964	0.11595	0.17602	0.01055	0.11202	0.62431	0.2508	0.26035	0.16964
GO:0006641	triglyceride metabolic process	0.22215	0.0482	0.34729	0.17034	0.21613	0.46808	0.16984	0.14547	0.0527	0.02144	0.17009
GO:0000912	assembly of actomyosin apparatus involved in cytokinesis	0.19462	0.0245	0.16681	1	0.1734	0.27808	1	0.11781	0.0151	0.03794	0.170105
GO:0044837	actomyosin contractile ring organization	0.19462	0.0245	0.16681	1	0.1734	0.27808	1	0.11781	0.0151	0.03794	0.170105
GO:0034728	nucleosome organization	0.18451	0.2775	0.07888	0.06418	0.33008	0.07451	0.10712	0.2068	0.1559	0.18959	0.170205
GO:0019101	female somatic sex determination	0.30476	0.1023	0.0259	0.01407	0.32635	0.02335	0.00312	0.23824	0.3233	0.28387	0.17027
GO:0001558	regulation of cell growth	0.03987	0.2111	0.18307	0.23448	0.01738	0.17561	0.17494	0.16501	0.167	0.09622	0.17097
GO:0031330	negative regulation of cellular catabolic process	0.00788	0.0067	0.11137	0.49289	0.02831	0.60212	0.25102	0.00775	0.3287	0.23106	0.171215
GO:0007390	germ-band shortening	0.10433	0.169	0.4838	0.32029	0.02853	0.69398	0.40806	0.17374	0.1322	0.14106	0.17137
GO:0036314	response to sterol	0.05413	1	0.05373	0.02641	0.19388	0.14912	1	0.01319	0.2696	0.51184	0.1715
GO:0009967	positive regulation of signal transduction	0.18344	0.3308	0.16062	0.08403	0.14904	0.14239	0.07028	0.3942	0.4263	0.22591	0.17203
GO:0050879	multicellular organismal movement	NA	0.1784	NA	0.47701	NA	NA	0.16673	0.09166	NA	NA	0.172565
GO:0050881	musculoskeletal movement	NA	0.1784	NA	0.47701	NA	NA	0.16673	0.09166	NA	NA	0.172565
GO:0035151	"regulation of tube size, open tracheal system"	0.41952	0.3965	0.07887	0.23183	0.36675	0.07704	0.10599	0.33188	0.045	0.11374	0.172785
GO:0007043	cell-cell junction assembly	0.11486	0.3555	0.16271	0.12571	0.0278	0.2541	0.11942	0.18319	0.6776	0.55263	0.17295
GO:0043901	negative regulation of multi-organism process	0.17016	0.1758	0.01903	0.50694	0.14665	0.08113	0.28842	0.11281	0.422	0.2627	0.17298
GO:0010389	regulation of G2/M transition of mitotic cell cycle	0.32017	0.5688	0.14899	0.17483	0.23988	0.04426	0.17215	0.4396	0.0566	0.13809	0.17349
GO:1902749	regulation of cell cycle G2/M phase transition	0.32017	0.5688	0.14899	0.17483	0.23988	0.04426	0.17215	0.4396	0.0566	0.13809	0.17349
GO:0001745	compound eye morphogenesis	0.14205	0.0529	0.50543	0.09928	0.04713	0.44814	0.16028	0.18726	0.55	0.71232	0.17377
GO:0061448	connective tissue development	0.17378	0.1148	0.92508	0.67556	0.17395	0.90609	0.65114	0.17069	0.0713	0.11165	0.173865
GO:0046498	S-adenosylhomocysteine metabolic process	0.11581	0.1608	0.21808	0.18037	0.13204	0.21609	0.16842	0.09966	0.4558	0.4492	0.174395
GO:0035295	tube development	0.27933	0.1802	0.11373	0.08555	0.17075	0.12445	0.09002	0.4024	0.3419	0.39082	0.175475
GO:0010467	gene expression	0.12999	0.0906	0.33412	0.09214	0.19787	0.15334	0.33959	0.4301	0.4101	0.02586	0.175605
GO:0000280	nuclear division	0.17305	0.5693	0.012	0.04252	0.10346	0.00799	0.20948	0.17859	0.527	0.54187	0.17582
GO:0045196	establishment or maintenance of neuroblast polarity	0.26551	0.202	0.15277	0.08357	0.25932	0.11902	0.09894	0.14001	0.22	0.34524	0.177385
GO:0008038	neuron recognition	0.07493	0.3573	0.12957	0.14493	0.22388	0.11917	0.38427	0.2103	0.0806	0.21744	0.177615
GO:0008258	head involution	0.29794	0.1602	0.27804	0.19517	0.08343	0.24411	0.30946	0.12236	0.1219	0.12062	0.177685
GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.03304	0.0856	0.68363	0.1563	0.01393	0.71019	0.18207	0.17361	0.2915	0.23299	0.17784
GO:0090288	negative regulation of cellular response to growth factor stimulus	0.03304	0.0856	0.68363	0.1563	0.00987	0.71019	0.18207	0.17361	0.2937	0.20433	0.17784
GO:0010257	NADH dehydrogenase complex assembly	0.08665	0.2822	0.03582	0.10873	0.13025	0.07915	0.45687	0.22571	0.2742	0.32391	0.17798
GO:0032981	mitochondrial respiratory chain complex I assembly	0.08665	0.2822	0.03582	0.10873	0.13025	0.07915	0.45687	0.22571	0.2742	0.32391	0.17798
GO:0097031	mitochondrial respiratory chain complex I biogenesis	0.08665	0.2822	0.03582	0.10873	0.13025	0.07915	0.45687	0.22571	0.2742	0.32391	0.17798
GO:0007219	Notch signaling pathway	0.15271	0.6652	0.02377	0.26133	0.39199	0.0448	0.20358	0.34303	0.0318	0.06924	0.178145
GO:0007292	female gamete generation	0.19076	0.0207	0.59096	0.15549	0.36881	0.56978	0.1666	0.01907	0.1449	0.29499	0.17868
GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	0.16356	0.1475	0.41593	0.82136	0.09129	0.4253	0.83296	0.05785	0.195	0.13882	0.17928
GO:0000038	very long-chain fatty acid metabolic process	0.23079	0.3178	0.05403	0.06988	0.27108	0.09258	0.07908	0.38494	0.5359	0.12878	0.179785
GO:0030540	female genitalia development	0.1418	0.2958	1	0.01332	0.21826	0.03313	0.0112	0.32414	0.2364	0.07096	0.18003
GO:0007028	cytoplasm organization	0.38806	0.3091	0.13807	0.03016	0.32089	0.22233	0.03329	0.31916	0.0574	0.11581	0.1802
GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.6993	0.2617	0.12947	0.22343	0.29787	0.16059	0.20024	0.11415	0.043	0.04969	0.180415
GO:0014070	response to organic cyclic compound	0.00711	0.0379	0.19712	0.16452	0.01571	0.24964	0.58022	0.03108	0.4123	0.60419	0.18082
GO:0007275	multicellular organism development	0.02898	0.1177	0.53459	0.35162	0.17322	0.18895	0.24954	0.58708	0.048	0.02756	0.181085
GO:0009306	protein secretion	0.06362	0.1125	0.07265	0.22397	0.09125	0.17623	0.31421	0.18702	0.3226	0.24073	0.181625
GO:0010647	positive regulation of cell communication	0.24045	0.2934	0.09796	0.17083	0.14415	0.14373	0.06488	0.3177	0.49	0.19245	0.18164
GO:0023056	positive regulation of signaling	0.24045	0.2934	0.09796	0.17083	0.14415	0.14373	0.06488	0.3177	0.49	0.19245	0.18164
GO:0046661	male sex differentiation	0.18743	0.6984	0.17619	0.09237	0.13608	0.14803	0.06626	0.44889	0.2069	0.49493	0.18181
GO:0006873	cellular ion homeostasis	0.87002	0.4285	0.08015	0.03095	0.01498	0.03156	0.0541	0.29378	0.5822	0.28389	0.18202
GO:0051056	regulation of small GTPase mediated signal transduction	0.09917	0.2463	0.33936	0.25769	0.10244	0.20333	0.37411	0.16229	0.1323	0.14949	0.18281
GO:0048285	organelle fission	0.15045	0.51	0.00937	0.03778	0.10226	0.61231	0.21522	0.11576	0.4501	0.45683	0.182835
GO:0007095	mitotic G2 DNA damage checkpoint	0.37363	0.6176	0.28407	0.15308	0.20082	0.10403	0.16575	0.4602	0.0255	0.09311	0.183285
GO:0031572	G2 DNA damage checkpoint	0.37363	0.6176	0.28407	0.15308	0.20082	0.10403	0.16575	0.4602	0.0255	0.09311	0.183285
GO:0007617	mating behavior	0.14648	0.1895	0.28567	0.39469	0.11068	0.15888	0.01914	0.17855	0.4843	0.4229	0.184025
GO:0035073	pupariation	0.58664	0.1367	0.37561	0.16844	0.59544	0.17161	0.17852	0.19382	0.1897	0.16267	0.18411
GO:0019896	axonal transport of mitochondrion	NA	NA	0.26862	0.34716	NA	0.09972	0.27703	NA	0.0094	0.01073	0.18417
GO:0006368	transcription elongation from RNA polymerase II promoter	0.54114	0.1446	0.22222	0.02591	0.35521	0.12134	0.16063	0.31504	0.071	0.20776	0.184195
GO:2000095	"regulation of Wnt signaling pathway, planar cell polarity pathway"	NA	NA	0.19125	NA	NA	0.17727	NA	NA	NA	NA	0.18426
GO:2001251	negative regulation of chromosome organization	0.18184	0.1142	0.15209	0.38313	0.18697	0.15356	0.76679	0.17297	0.58	0.26729	0.184405
GO:1901215	negative regulation of neuron death	0.04192	0.2442	0.24282	0.13226	0.13022	0.23665	0.16822	0.32766	0.2015	0.04522	0.18486
GO:0007030	Golgi organization	0.00853	0.2562	0.04885	0.16442	0.09087	0.09046	0.20535	0.39759	0.227	0.32028	0.184885
GO:0035150	regulation of tube size	0.5153	0.474	0.11053	0.25107	0.4474	0.06943	0.11896	0.40606	0.037	0.09319	0.185015
GO:0042981	regulation of apoptotic process	0.06767	0.3746	0.03325	0.33819	0.05834	0.03676	0.31072	0.33476	0.1791	0.19117	0.185135
GO:0032239	regulation of nucleobase-containing compound transport	NA	0.1668	NA	0.20379	NA	NA	0.07797	0.20454	NA	NA	0.185295
GO:0001654	eye development	0.1995	0.0436	0.5554	0.09142	0.07935	0.48849	0.17143	0.10254	0.5601	0.78741	0.185465
GO:0060914	heart formation	NA	0.2484	NA	0.1774	NA	NA	0.19469	0.17737	NA	NA	0.186045
GO:1903321	negative regulation of protein modification by small protein conjugation or removal	NA	0.0889	0.08698	0.2526	NA	0.04027	0.32669	0.12162	0.3814	0.53616	0.18711
GO:0045930	negative regulation of mitotic cell cycle	0.16867	0.656	0.16986	0.2044	0.13579	0.04067	0.29331	0.52157	0.7233	0.01889	0.18713
GO:0048589	developmental growth	0.11621	0.5961	0.11846	0.1467	0.09456	0.1371	0.22807	0.62616	0.3987	0.48051	0.187385
GO:0006122	"mitochondrial electron transport, ubiquinol to cytochrome c"	0.08699	0.3515	0.21252	0.07514	0.08236	0.18532	0.21103	0.71493	0.188	0.18728	0.18764
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	0.38539	0.0455	0.18023	0.57501	0.23634	0.17978	0.60802	0.09877	0.1477	0.19517	0.1877
GO:0008285	negative regulation of cell proliferation	0.00548	0.6434	0.19491	0.45213	0.00842	0.18157	0.61207	0.48362	0.1477	0.08407	0.18824
GO:0009612	response to mechanical stimulus	0.06171	0.2188	0.12069	0.28365	0.05097	0.15809	0.14533	0.49973	0.2983	0.41133	0.188445
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	0.10032	0.2587	0.09138	0.1405	0.26421	0.05272	0.33289	0.1618	0.346	0.21527	0.188535
GO:0042461	photoreceptor cell development	0.11205	0.1069	0.22826	0.07733	0.12339	0.29893	0.15868	0.2189	0.3091	0.50822	0.18879
GO:0098586	cellular response to virus	0.10093	0.1961	0.08554	0.20266	0.09843	0.073	0.18244	0.22248	0.2126	0.25315	0.18927
GO:0002791	regulation of peptide secretion	0.25756	0.1752	0.04934	0.01778	0.17631	0.20423	0.03155	0.20224	0.4259	0.32703	0.189275
GO:0006323	DNA packaging	0.17708	0.8355	0.16953	0.1617	0.47874	0.1025	0.2015	0.70164	0.0905	0.25036	0.18929
GO:0007422	peripheral nervous system development	0.60217	0.7534	0.07217	0.17522	0.23258	0.03072	0.18329	0.82558	0.1837	0.19495	0.189325
GO:0006826	iron ion transport	0.11219	0.159	0.27324	0.02637	0.05052	0.28807	0.22042	0.13464	0.4546	0.23724	0.18971
GO:0009144	purine nucleoside triphosphate metabolic process	0.23328	0.1997	0.23905	0.0882	0.17519	0.08393	0.90067	0.06976	0.2895	0.18062	0.19016
GO:0009205	purine ribonucleoside triphosphate metabolic process	0.23328	0.1997	0.23905	0.0882	0.17519	0.08393	0.90067	0.06976	0.2895	0.18062	0.19016
GO:0007315	pole plasm assembly	0.42823	0.3013	0.13648	0.02996	0.33041	0.24454	0.03249	0.2925	0.0545	0.11136	0.19051
GO:0060179	male mating behavior	0.14708	0.1946	0.40368	0.01383	0.10496	0.34682	0.0416	0.18696	0.541	0.34609	0.19078
GO:0034976	response to endoplasmic reticulum stress	0.04761	0.4592	0.30547	0.096	0.15363	0.39956	0.10029	0.48308	0.2286	0.13663	0.191115
GO:0070193	synaptonemal complex organization	0.11566	NA	0.28429	NA	0.09011	0.276	NA	NA	0.1956	0.18699	0.191295
GO:0033044	regulation of chromosome organization	0.02032	0.1682	0.21519	0.5761	0.06671	0.10629	0.0775	0.26087	0.2709	0.58736	0.191695
GO:0055074	calcium ion homeostasis	0.2001	0.1833	0.23972	0.17772	0.25694	0.14247	0.17078	0.16676	0.499	0.38	0.1917
GO:0051640	organelle localization	0.17895	0.3966	0.05189	0.74366	0.20488	0.05681	0.54795	0.34974	0.1027	0.07095	0.191915
GO:0061647	histone H3-K9 modification	0.11729	0.5047	0.62273	0.10724	0.12191	0.61885	0.17138	0.62585	0.2127	0.1529	0.19204
GO:0030866	cortical actin cytoskeleton organization	0.06949	0.0549	0.17363	0.60098	0.02882	0.40518	0.70406	0.24695	0.1716	0.21049	0.19206
GO:0007307	eggshell chorion gene amplification	0.16511	0.1849	0.58249	0.11631	0.34145	0.45043	0.03518	0.15908	0.2001	0.50873	0.1925
GO:0050777	negative regulation of immune response	0.23756	0.6822	0.19858	0.08191	0.48517	0.18683	0.00673	0.83029	0.1688	0.06724	0.192705
GO:0006464	cellular protein modification process	0.09397	0.1867	0.14557	0.81616	0.16082	0.19882	0.87966	0.14959	0.465	0.42707	0.19276
GO:0036211	protein modification process	0.09397	0.1867	0.14557	0.81616	0.16082	0.19882	0.87966	0.14959	0.465	0.42707	0.19276
GO:0048859	formation of anatomical boundary	0.19741	0.1978	0.17169	0.09972	0.69613	0.15048	0.13614	0.18885	0.2153	0.26028	0.19313
GO:0044774	mitotic DNA integrity checkpoint	0.30775	0.7118	0.34951	0.18369	0.19581	0.15332	0.19254	0.56079	0.0202	0.07245	0.194175
GO:0007436	larval salivary gland morphogenesis	0.08506	0.027	0.32963	0.13125	0.08478	0.27861	0.33496	0.03535	0.2629	0.25769	0.19447
GO:0048609	multicellular organismal reproductive process	0.24073	0.011	0.34251	0.05769	0.28516	0.44793	0.0948	0.74261	0.0695	0.1487	0.194715
GO:0002700	regulation of production of molecular mediator of immune response	0.04237	0.2937	0.21169	0.37929	0.18038	0.26428	0.14179	0.39877	0.0372	0.03374	0.196035
GO:0002784	regulation of antimicrobial peptide production	0.04237	0.2937	0.21169	0.37929	0.18038	0.26428	0.14179	0.39877	0.0372	0.03374	0.196035
GO:0051307	meiotic chromosome separation	0.24834	0.0664	0.63401	0.42745	0.24017	0.51525	0.12201	0.06888	0.1411	0.1521	0.196135
GO:0042330	taxis	0.06808	0.6056	0.07721	0.18293	0.17974	0.12711	0.33822	0.72383	0.2094	0.35134	0.196165
GO:0006354	"DNA-templated transcription, elongation"	0.62728	0.1236	0.2101	0.04826	0.32523	0.10261	0.25409	0.27618	0.0608	0.18352	0.19681
GO:0007052	mitotic spindle organization	0.01078	0.2944	0.20417	0.61881	0.06797	0.1311	0.22888	0.02226	0.268	0.19022	0.197195
GO:0000003	reproduction	0.13464	0.0457	0.33406	0.15111	0.24384	0.44924	0.27155	0.51762	0.0238	0.07204	0.197475
GO:0046427	positive regulation of JAK-STAT cascade	0.3522	0.0249	0.12496	0.08501	0.32035	0.29281	0.0812	0.00496	0.27	0.42369	0.19748
GO:0007301	female germline ring canal formation	0.04199	0.2406	0.05842	0.20891	0.05622	0.07529	0.18643	0.2225	0.3489	0.33495	0.19767
GO:0008584	male gonad development	0.15968	0.1478	0.23629	0.19859	0.09907	0.25187	0.09573	0.25548	0.6353	NA	0.19859
GO:0046546	development of primary male sexual characteristics	0.15968	0.1478	0.23629	0.19859	0.09907	0.25187	0.09573	0.25548	0.6353	NA	0.19859
GO:0001178	regulation of transcriptional start site selection at RNA polymerase II promoter	0.26151	0.1424	0.23712	0.67524	0.19415	0.17229	0.6246	0.11717	0.2039	0.14572	0.199025
GO:0072348	sulfur compound transport	0.41604	0.2257	0.17525	0.10362	0.44855	0.1237	0.13902	0.13118	0.5325	0.42305	0.200475
GO:0007063	regulation of sister chromatid cohesion	0.15421	0.1737	NA	0.12045	0.22264	NA	0.18435	0.21767	0.2696	0.23346	0.20101
GO:0034085	establishment of sister chromatid cohesion	0.15421	0.1737	NA	0.12045	0.22264	NA	0.18435	0.21767	0.2696	0.23346	0.20101
GO:0045875	negative regulation of sister chromatid cohesion	0.15421	0.1737	NA	0.12045	0.22264	NA	0.18435	0.21767	0.2696	0.23346	0.20101
GO:0071921	cohesin loading	0.15421	0.1737	NA	0.12045	0.22264	NA	0.18435	0.21767	0.2696	0.23346	0.20101
GO:0071922	regulation of cohesin loading	0.15421	0.1737	NA	0.12045	0.22264	NA	0.18435	0.21767	0.2696	0.23346	0.20101
GO:0071923	negative regulation of cohesin loading	0.15421	0.1737	NA	0.12045	0.22264	NA	0.18435	0.21767	0.2696	0.23346	0.20101
GO:1905634	regulation of protein localization to chromatin	0.15421	0.1737	NA	0.12045	0.22264	NA	0.18435	0.21767	0.2696	0.23346	0.20101
GO:0008363	larval chitin-based cuticle development	0.24714	0.3299	0.04787	0.13182	0.23613	0.073	0.16706	0.26215	0.124	0.32077	0.201595
GO:0071902	positive regulation of protein serine/threonine kinase activity	0.02921	0.3221	0.1021	0.16138	0.01246	0.30243	0.31432	0.30976	0.2193	0.18411	0.201705
GO:0003006	developmental process involved in reproduction	0.36574	0.1195	0.37672	0.16644	0.52894	0.23752	0.30641	0.02421	0.0696	0.07938	0.20198
GO:0002065	columnar/cuboidal epithelial cell differentiation	0.15008	0.1949	0.05216	0.40997	0.23801	0.02483	0.38646	0.2091	0.0805	0.26879	0.202
GO:0071900	regulation of protein serine/threonine kinase activity	0.1399	0.2534	0.0402	0.31946	0.13359	0.14001	0.51529	0.15071	0.6268	0.67886	0.202055
GO:0035296	regulation of tube diameter	0.13571	0.6302	0.17661	0.146	0.22855	0.06346	0.0255	0.542	0.6613	0.47275	0.20258
GO:0031324	negative regulation of cellular metabolic process	0.39211	0.3881	0.0289	0.06258	0.39915	0.02583	0.05541	0.18452	0.3135	0.22072	0.20262
GO:2000116	regulation of cysteine-type endopeptidase activity	0.31295	0.5087	0.06435	0.6827	0.15327	0.12624	0.57402	0.23735	0.1357	0.16793	0.20264
GO:1902533	positive regulation of intracellular signal transduction	0.18684	0.2444	0.05167	0.14297	0.11055	0.14546	0.21985	0.66112	0.4246	0.33033	0.203345
GO:0006414	translational elongation	0.1764	0.6172	0.17398	0.18804	0.39442	0.1974	0.21358	0.48062	0.1526	0.20942	0.20341
GO:0006672	ceramide metabolic process	0.64727	0.1136	NA	0.13719	0.64782	NA	0.1252	0.12821	0.2697	0.52736	0.203445
GO:0001956	positive regulation of neurotransmitter secretion	0.17133	0.2301	0.24904	0.17778	0.20574	0.24391	0.20116	0.15749	0.2691	0.17815	0.20345
GO:0051590	positive regulation of neurotransmitter transport	0.17133	0.2301	0.24904	0.17778	0.20574	0.24391	0.20116	0.15749	0.2691	0.17815	0.20345
GO:0070838	divalent metal ion transport	0.19823	0.1404	0.75131	0.03414	0.20827	0.83345	0.06528	0.55702	0.1987	0.30469	0.203485
GO:0072511	divalent inorganic cation transport	0.19823	0.1404	0.75131	0.03414	0.20827	0.83345	0.06528	0.55702	0.1987	0.30469	0.203485
GO:0005996	monosaccharide metabolic process	0.0492	0.2319	0.1432	0.2075	0.094	0.16169	0.37928	0.42467	0.2821	0.20024	0.20387
GO:0098660	inorganic ion transmembrane transport	0.06734	0.3708	0.34365	0.19331	0.04532	0.33277	0.21498	0.26229	0.129	0.09057	0.204145
GO:0019318	hexose metabolic process	0.0492	0.2957	0.17788	0.20039	0.094	0.19342	0.3954	0.44545	0.2476	0.20809	0.20424
GO:0045860	positive regulation of protein kinase activity	0.17611	0.5763	0.12027	0.1899	0.13438	0.30534	0.21988	0.49507	0.2678	0.18261	0.20489
GO:0007409	axonogenesis	0.09935	0.2896	0.05337	0.2261	0.16384	0.02333	0.33739	0.53381	0.1837	0.26367	0.2049
GO:0002066	columnar/cuboidal epithelial cell development	0.16187	0.1973	0.0664	0.42744	0.25435	0.03376	0.41296	0.21255	0.0855	0.27968	0.204925
GO:0007314	oocyte anterior/posterior axis specification	0.39781	0.2047	0.25259	0.08186	0.259	0.33995	0.08511	0.2053	0.113	0.20236	0.205
GO:0046578	regulation of Ras protein signal transduction	0.11774	0.2397	0.32674	0.25976	0.11375	0.24012	0.38633	0.15032	0.1504	0.17079	0.205245
GO:0006888	ER to Golgi vesicle-mediated transport	0.23358	0.2268	0.0404	0.17058	0.18375	0.14894	0.14484	0.43588	0.3893	0.54133	0.205275
GO:0015012	heparan sulfate proteoglycan biosynthetic process	0.14095	0.464	0.54816	0.21659	0.15761	0.58629	0.19406	0.51617	0.1344	0.15942	0.205325
GO:0030201	heparan sulfate proteoglycan metabolic process	0.14095	0.464	0.54816	0.21659	0.15761	0.58629	0.19406	0.51617	0.1344	0.15942	0.205325
GO:0031110	regulation of microtubule polymerization or depolymerization	0.19164	0.1869	0.19167	0.91041	0.18354	0.21898	0.77781	0.03375	0.7013	0.68936	0.205325
GO:0010556	regulation of macromolecule biosynthetic process	0.08939	0.7211	0.11178	0.89476	0.07198	0.3728	0.87683	0.29934	0.1003	0.02269	0.20556
GO:0009953	dorsal/ventral pattern formation	0.25844	0.4783	0.09673	0.1399	0.16636	0.24496	0.39089	0.45811	0.1471	0.1182	0.20566
GO:0007411	axon guidance	0.12262	0.2032	0.02994	0.29114	0.13755	0.04461	0.37716	0.34574	0.2085	0.4281	0.20585
GO:0016458	gene silencing	0.03258	0.2538	0.20153	0.05576	0.10437	0.20404	0.20945	0.4721	0.3188	0.27397	0.206745
GO:0033617	mitochondrial respiratory chain complex IV assembly	NA	0.0688	0.30338	NA	NA	0.35852	NA	0.11016	NA	NA	0.20677
GO:0006754	ATP biosynthetic process	0.38544	0.1914	0.38565	0.14845	0.165	0.2568	0.39481	0.2142	0.2	0.14142	0.2071
GO:0043900	regulation of multi-organism process	0.08127	0.4897	0.14159	0.42386	0.02803	0.27348	0.36495	0.43089	0.0429	0.03201	0.207535
GO:0051780	behavioral response to nutrient	0.2692	0.0625	0.3987	0.00886	0.20304	0.11614	0.01602	0.21213	0.2724	0.41579	0.207585
GO:0071824	protein-DNA complex subunit organization	0.25075	0.1857	0.15695	0.11572	0.31626	0.22977	0.35808	0.17529	0.1705	0.23315	0.207735
