### GO term enrichment for convergent genes in leg samples when mapped to different ref transcriptomes (see ms)
# GO.ID	= GO term ID
# GO_desc = GO term description	
# toTbi_GSEA = Gene set enrichment p-value when mapped to Timema bartmani
# toTte_GSEA = Gene set enrichment p-value when mapped to Timema tahoe	
# toTce_GSEA = Gene set enrichment p-value when mapped to Timema cristinae
# toTms_GSEA = Gene set enrichment p-value when mapped to Timema monikensis
# toTps_GSEA = Gene set enrichment p-value when mapped to Timema poppensis
# toTdi_GSEA = Gene set enrichment p-value when mapped to Timema douglasi
# toTcm_GSEA = Gene set enrichment p-value when mapped to Timema californicum
# toTsi_GSEA = Gene set enrichment p-value when mapped to Timema shepardi
# toTpa_GSEA = Gene set enrichment p-value when mapped to Timema podura
# toTge_GSEA = Gene set enrichment p-value when mapped to Timema genevievae
# median_GSEA = Median gene set enrichment p-value across species references
GO.ID	GO_desc	toTpa_GSEA	toTge_GSEA	toTms_GSEA	toTte_GSEA	toTdi_GSEA	toTps_GSEA	toTcm_GSEA	toTsi_GSEA	toTce_GSEA	toTbi_GSEA	median_GSEA
GO:0002793	positive regulation of peptide secretion	0.3353	0.32435	0.83884	0.13493	0.59741	0.36432	0.16581	0.15568	0.58892	0.05275	0.329825
GO:0006029	proteoglycan metabolic process	0.1264	0.14794	0.35467	0.65662	0.21849	0.19402	0.34041	0.31969	0.40869	0.61111	0.33005
GO:0030166	proteoglycan biosynthetic process	0.1264	0.14794	0.35467	0.65662	0.21849	0.19402	0.34041	0.31969	0.40869	0.61111	0.33005
GO:0044772	mitotic cell cycle phase transition	0.4631	0.29382	0.3664	0.39096	0.06186	0.01966	0.04038	0.09197	0.41123	0.65681	0.33011
GO:0001881	receptor recycling	0.1545	0.23434	0.47323	0.29663	NA	NA	0.36375	0.37194	0.90226	0.27014	0.33019
GO:0006359	regulation of transcription from RNA polymerase III promoter	NA	NA	0.20698	0.42875	NA	NA	0.23177	0.20107	0.68016	0.45307	0.33026
GO:0006034	cuticle chitin metabolic process	0.3212	0.34006	NA	NA	0.15941	0.3758	NA	NA	NA	NA	0.33063
GO:0006035	cuticle chitin biosynthetic process	0.3212	0.34006	NA	NA	0.15941	0.3758	NA	NA	NA	NA	0.33063
GO:0045197	establishment or maintenance of epithelial cell apical/basal polarity	0.6608	0.57581	0.15822	0.01179	0.29736	0.36422	0.63808	0.76228	0.13383	0.10739	0.33079
GO:0051276	chromosome organization	0.3506	0.43458	0.40371	0.12768	0.45795	0.20031	0.09057	0.07905	0.31151	0.44468	0.331055
GO:0051053	negative regulation of DNA metabolic process	0.1406	0.74938	0.3366	0.08068	0.32595	0.6286	0.27293	0.87751	0.47115	0.07929	0.331275
GO:0006040	amino sugar metabolic process	0.0586	0.11545	0.45898	0.42149	0.33893	0.2332	0.67749	0.61456	0.32372	0.29538	0.331325
GO:0016441	posttranscriptional gene silencing	0.221	0.04719	0.25728	0.72471	0.70442	0.80071	0.40564	0.16941	0.06282	0.84014	0.33146
GO:0000959	mitochondrial RNA metabolic process	0.5203	0.35968	0.48951	0.36037	0.3034	0.25707	0.18707	0.15467	0.42312	0.27129	0.33154
GO:0001516	prostaglandin biosynthetic process	NA	NA	0.75406	0.11851	0.31477	0.76611	0.28062	0.25365	0.70364	0.34832	0.331545
GO:0046456	icosanoid biosynthetic process	NA	NA	0.75406	0.11851	0.31477	0.76611	0.28062	0.25365	0.70364	0.34832	0.331545
GO:0046457	prostanoid biosynthetic process	NA	NA	0.75406	0.11851	0.31477	0.76611	0.28062	0.25365	0.70364	0.34832	0.331545
GO:1901570	fatty acid derivative biosynthetic process	NA	NA	0.75406	0.11851	0.31477	0.76611	0.28062	0.25365	0.70364	0.34832	0.331545
GO:0065004	protein-DNA complex assembly	0.3399	0.21557	0.13226	0.21008	0.80933	0.89338	0.39128	0.32383	0.13735	0.37927	0.331865
GO:0005976	polysaccharide metabolic process	0.341	0.35638	0.09	0.17596	0.51731	0.72986	0.32314	0.42122	0.27254	0.07431	0.33207
GO:0044264	cellular polysaccharide metabolic process	0.341	0.35638	0.09	0.17596	0.51731	0.72986	0.32314	0.42122	0.27254	0.07431	0.33207
GO:0046668	regulation of retinal cell programmed cell death	0.3161	0.34974	0.15216	0.51577	0.59787	0.24398	0.31946	0.34495	0.09697	0.55684	0.332205
GO:0046669	regulation of compound eye retinal cell programmed cell death	0.3161	0.34974	0.15216	0.51577	0.59787	0.24398	0.31946	0.34495	0.09697	0.55684	0.332205
GO:0070734	histone H3-K27 methylation	0.3524	0.39796	0.54833	0.31204	0.014	0.01671	0.11712	0.10722	0.62315	0.55901	0.33222
GO:0042026	protein refolding	0.4602	0.55289	0.35578	0.25806	0.08952	0.08963	0.38751	0.30986	0.73432	0.2593	0.33282
GO:0009156	ribonucleoside monophosphate biosynthetic process	0.7743	0.81018	0.49577	0.23459	0.0216	0.02359	0.3368	0.32923	0.51979	0.16823	0.333015
GO:1903035	negative regulation of response to wounding	0.3958	0.36887	0.1152	0.33172	0.3139	0.3351	0.6823	0.22826	0.17117	0.37811	0.33341
GO:0035304	regulation of protein dephosphorylation	0.2975	0.28972	0.34753	0.20671	0.68681	0.90335	0.53056	0.32761	0.19675	0.33983	0.33372
GO:0034728	nucleosome organization	0.1171	0.2914	0.36709	0.19588	0.88148	0.86664	0.60003	0.52568	0.16672	0.30087	0.33398
GO:0035212	cell competition in a multicellular organism	0.6871	0.59975	0.24529	0.21471	0.4624	0.42422	0.26422	0.31167	0.35661	0.29718	0.33414
GO:0006625	protein targeting to peroxisome	0.0734	0.01548	0.23572	0.24608	0.53165	0.52327	0.53681	0.57934	0.4228	0.18255	0.33444
GO:0043574	peroxisomal transport	0.0734	0.01548	0.23572	0.24608	0.53165	0.52327	0.53681	0.57934	0.4228	0.18255	0.33444
GO:0072662	protein localization to peroxisome	0.0734	0.01548	0.23572	0.24608	0.53165	0.52327	0.53681	0.57934	0.4228	0.18255	0.33444
GO:0072663	establishment of protein localization to peroxisome	0.0734	0.01548	0.23572	0.24608	0.53165	0.52327	0.53681	0.57934	0.4228	0.18255	0.33444
GO:0030202	heparin metabolic process	0.1256	0.09285	NA	NA	0.54334	0.56309	NA	NA	NA	NA	0.33447
GO:1905114	cell surface receptor signaling pathway involved in cell-cell signaling	0.82	0.41872	0.33744	0.21088	0.10608	0.2128	0.37324	0.27505	0.47232	0.33179	0.334615
GO:0016322	neuron remodeling	0.3621	0.65172	0.25526	0.24668	0.09165	0.1552	0.42893	0.42928	0.49545	0.30829	0.335195
GO:0098813	nuclear chromosome segregation	0.2019	0.10949	0.99008	0.20355	0.23978	0.29068	0.47185	0.37973	0.99821	0.45376	0.335205
GO:0090277	positive regulation of peptide hormone secretion	0.4349	0.42737	0.7135	0.07305	0.24444	0.42643	0.08512	0.11615	0.55129	0.03276	0.335435
GO:0050673	epithelial cell proliferation	0.1218	0.13649	0.4101	0.23077	0.99403	0.69392	0.53941	0.57516	0.21847	0.26099	0.335545
GO:0015718	monocarboxylic acid transport	0.1928	0.23457	0.51695	0.32379	0.35724	0.31881	0.34733	0.38312	0.49374	0.18689	0.33556
GO:0019079	viral genome replication	0.3966	0.2589	0.12693	0.54789	0.51864	0.51732	0.37602	0.05505	0.13339	0.29532	0.33567
GO:0000741	karyogamy	NA	0.55768	NA	0.33065	NA	NA	NA	NA	NA	0.3358	0.3358
GO:0000965	mitochondrial RNA 3'-end processing	NA	0.38331	NA	0.33065	NA	NA	NA	NA	NA	0.3358	0.3358
GO:0007344	pronuclear fusion	NA	0.55768	NA	0.33065	NA	NA	NA	NA	NA	0.3358	0.3358
GO:0090615	mitochondrial mRNA processing	NA	0.38331	NA	0.33065	NA	NA	NA	NA	NA	0.3358	0.3358
GO:0090616	mitochondrial mRNA 3'-end processing	NA	0.38331	NA	0.33065	NA	NA	NA	NA	NA	0.3358	0.3358
GO:0097222	mitochondrial mRNA polyadenylation	NA	0.38331	NA	0.33065	NA	NA	NA	NA	NA	0.3358	0.3358
GO:0043523	regulation of neuron apoptotic process	0.5119	0.26169	0.32954	0.23206	0.34276	0.38255	0.27415	0.13308	0.4312	0.59767	0.33615
GO:0019320	hexose catabolic process	0.3566	0.33418	0.07942	0.34552	0.11594	0.11683	0.33856	0.34648	0.07923	0.35491	0.33637
GO:0046365	monosaccharide catabolic process	0.3566	0.33418	0.07942	0.34552	0.11594	0.11683	0.33856	0.34648	0.07923	0.35491	0.33637
GO:1901215	negative regulation of neuron death	0.4845	0.15341	0.38329	0.07592	0.36232	0.2361	0.3105	0.36769	0.29969	0.73175	0.33641
GO:0045017	glycerolipid biosynthetic process	0.4253	0.31851	0.36533	0.50053	0.3072	0.35454	0.30431	0.26785	0.26233	0.70519	0.336525
GO:0030203	glycosaminoglycan metabolic process	0.1177	0.06201	0.65368	0.46361	0.23687	0.28127	0.38907	0.41218	0.31315	0.36054	0.336845
GO:0031033	myosin filament organization	0.1621	0.33525	0.66078	0.45669	0.0965	0.14209	0.30673	0.33848	0.61674	0.49365	0.336865
GO:0006471	protein ADP-ribosylation	0.4726	0.4702	0.51347	0.52061	0.25751	0.29158	0.21263	0.1444	0.34937	0.32483	0.3371
GO:0042594	response to starvation	0.9503	0.79641	0.11913	0.50471	0.17171	0.16407	0.32632	0.34847	0.0691	0.49597	0.337395
GO:0018107	peptidyl-threonine phosphorylation	0.2305	0.06143	0.44458	0.04321	0.49697	0.44789	0.12425	0.11494	0.46129	0.4863	0.33754
GO:0071173	spindle assembly checkpoint	0.4991	0.25928	0.33124	0.58074	0.04244	1	0.29689	0.29167	0.34502	0.58943	0.33813
GO:0071174	mitotic spindle checkpoint	0.4991	0.25928	0.33124	0.58074	0.04244	1	0.29689	0.29167	0.34502	0.58943	0.33813
GO:1903510	mucopolysaccharide metabolic process	0.0753	0.08647	0.68478	0.38154	0.43452	0.39149	0.34041	0.31969	0.3163	0.33585	0.33813
GO:0072595	maintenance of protein localization in organelle	NA	NA	NA	0.33914	NA	NA	NA	NA	NA	0.33741	0.338275
GO:0007176	regulation of epidermal growth factor-activated receptor activity	0.6452	0.36876	0.00787	0.04687	0.70731	0.30999	0.80335	0.81371	0.00688	0.04089	0.339375
GO:0007593	chitin-based cuticle sclerotization	0.3216	0.35978	0.61181	0.40222	0.09778	0.16253	0.25847	0.26574	0.73179	0.67359	0.34069
GO:0046579	positive regulation of Ras protein signal transduction	0.6336	0.33398	0.31856	0.71012	0.5025	0.34791	0.08881	0.14825	0.1496	0.85755	0.340945
GO:0051057	positive regulation of small GTPase mediated signal transduction	0.6336	0.33398	0.31856	0.71012	0.5025	0.34791	0.08881	0.14825	0.1496	0.85755	0.340945
GO:0045824	negative regulation of innate immune response	0.3123	0.45441	0.33586	0.32531	0.28699	0.3463	0.42273	0.51348	0.19148	0.53475	0.34108
GO:0035092	sperm chromatin condensation	0.6367	0.84877	0.40146	0.40771	0.14381	0.16602	0.30042	0.16679	0.38234	0.17974	0.34138
GO:0034440	lipid oxidation	0.0247	0.06729	0.46519	0.1856	0.76205	0.58173	0.37098	0.34233	0.34142	0.1202	0.341875
GO:0048846	axon extension involved in axon guidance	0.5054	0.53636	0.15813	0.77905	0.28145	0.32985	0.34308	0.34068	0.13484	0.91969	0.34188
GO:1902284	neuron projection extension involved in neuron projection guidance	0.5054	0.53636	0.15813	0.77905	0.28145	0.32985	0.34308	0.34068	0.13484	0.91969	0.34188
GO:0031110	regulation of microtubule polymerization or depolymerization	0.3886	0.45	0.55533	0.12533	0.29525	0.26174	0.27285	0.6245	0.50122	0.09207	0.341925
GO:0048668	collateral sprouting	0.4564	0.42041	0.74206	0.26453	0.04759	0.07285	0.03217	0.0358	0.7395	0.44211	0.34247
GO:0048674	collateral sprouting of injured axon	0.4564	0.42041	0.74206	0.26453	0.04759	0.07285	0.03217	0.0358	0.7395	0.44211	0.34247
GO:0007059	chromosome segregation	0.1323	0.05799	0.98751	0.35365	0.33166	0.35908	0.28911	0.25541	0.97386	0.54253	0.342655
GO:0055092	sterol homeostasis	0.296	0.22426	0.20361	0.76747	0.55716	0.47786	0.33915	0.34618	0.23308	0.76965	0.342665
GO:0010923	negative regulation of phosphatase activity	0.4691	0.46133	0.30023	NA	NA	NA	0.30095	0.3231	0.36228	NA	0.34269
GO:0008654	phospholipid biosynthetic process	0.2585	0.30797	0.59417	0.23065	0.37758	0.21387	0.41067	0.44541	0.52432	0.16955	0.342775
GO:0002225	positive regulation of antimicrobial peptide production	0.2554	0.36	0.68982	0.32578	0.48651	0.31696	0.01334	0.13132	0.55977	0.43751	0.34289
GO:0002699	positive regulation of immune effector process	0.2554	0.36	0.68982	0.32578	0.48651	0.31696	0.01334	0.13132	0.55977	0.43751	0.34289
GO:0002702	positive regulation of production of molecular mediator of immune response	0.2554	0.36	0.68982	0.32578	0.48651	0.31696	0.01334	0.13132	0.55977	0.43751	0.34289
GO:0002760	positive regulation of antimicrobial humoral response	0.2554	0.36	0.68982	0.32578	0.48651	0.31696	0.01334	0.13132	0.55977	0.43751	0.34289
GO:0002922	positive regulation of humoral immune response	0.2554	0.36	0.68982	0.32578	0.48651	0.31696	0.01334	0.13132	0.55977	0.43751	0.34289
GO:0032844	regulation of homeostatic process	0.4441	0.16992	0.64039	0.49324	0.14207	0.15418	0.26561	0.23916	0.70166	0.42022	0.342915
GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	0.6946	0.35565	0.04721	0.10494	0.17634	0.75659	0.98967	0.90666	0.04767	0.3303	0.342975
GO:0010647	positive regulation of cell communication	0.8649	0.65666	0.14207	0.46796	0.2803	0.40611	0.14117	0.16409	0.23604	0.48043	0.343205
GO:0023056	positive regulation of signaling	0.8649	0.65666	0.14207	0.46796	0.2803	0.40611	0.14117	0.16409	0.23604	0.48043	0.343205
GO:0090207	regulation of triglyceride metabolic process	NA	NA	0.23593	0.33178	0.5052	0.52224	NA	NA	0.23316	0.35516	0.34347
GO:0006342	chromatin silencing	0.3068	0.38055	0.05599	0.62376	0.20381	0.04262	0.42721	0.38411	0.02336	0.64519	0.343675
GO:0045814	"negative regulation of gene expression, epigenetic"	0.3068	0.38055	0.05599	0.62376	0.20381	0.04262	0.42721	0.38411	0.02336	0.64519	0.343675
GO:0030011	maintenance of cell polarity	0.403	0.22303	0.1186	0.30242	0.33271	0.40126	0.3549	0.39545	0.27669	0.38617	0.343805
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	0.0838	0.03961	0.56136	0.03871	0.59329	0.56048	0.52568	0.36479	0.32381	0.10401	0.3443
GO:0050790	regulation of catalytic activity	0.3161	0.92728	0.29834	0.09438	0.21035	0.17985	0.81772	0.53679	0.42307	0.37269	0.344395
GO:0006364	rRNA processing	0.2497	0.69518	0.10483	0.28531	0.35066	0.33892	0.45124	0.37013	0.13805	0.47836	0.34479
GO:0002792	negative regulation of peptide secretion	0.345	0.28278	NA	NA	NA	NA	NA	0.65613	NA	NA	0.345
GO:0046888	negative regulation of hormone secretion	0.345	0.28278	NA	NA	NA	NA	NA	0.65613	NA	NA	0.345
GO:0090278	negative regulation of peptide hormone secretion	0.345	0.28278	NA	NA	NA	NA	NA	0.65613	NA	NA	0.345
GO:0006790	sulfur compound metabolic process	0.0369	0.10147	0.36984	0.18709	0.32106	0.37577	0.37382	0.5557	0.27052	0.45084	0.34545
GO:0010498	proteasomal protein catabolic process	0.9714	0.88535	0.47794	0.3004	0.01799	0.02491	0.0455	0.01217	0.79731	0.39106	0.34573
GO:0043001	Golgi to plasma membrane protein transport	0.2486	0.20383	0.25262	0.51195	0.51895	0.46985	0.28805	0.39218	0.30178	0.38972	0.34575
GO:0030100	regulation of endocytosis	0.4243	0.74828	0.61316	0.08174	0.10489	0.23489	0.35274	0.33911	0.56414	0.11505	0.345925
GO:0006959	humoral immune response	0.6573	0.36934	0.2393	0.66478	0.20365	0.32309	0.38853	0.25737	0.16945	0.54605	0.346215
GO:0035305	negative regulation of dephosphorylation	0.3463	0.33834	0.34753	0.18247	0.83801	0.8507	0.56536	0.40184	0.19675	0.25643	0.346915
GO:0080090	regulation of primary metabolic process	0.5622	1	0.04108	0.38264	0.3402	0.35376	0.17413	0.80285	0.23958	0.01544	0.34698
GO:0043244	regulation of protein complex disassembly	0.4727	0.45375	0.47674	0.15998	0.5001	0.26261	0.16724	0.30787	0.3862	0.11706	0.347035
GO:0030154	cell differentiation	0.2359	0.31757	0.31018	0.37679	0.88608	0.91763	0.12819	0.29614	0.42202	0.59797	0.34718
GO:0002011	morphogenesis of an epithelial sheet	0.4866	0.20802	0.49003	0.05888	0.81621	0.90435	0.20144	0.18764	0.48882	0.18109	0.34731
GO:0098655	cation transmembrane transport	0.6807	0.4571	0.36858	0.32609	0.07268	0.07396	0.67868	0.63288	0.30302	0.26416	0.347335
GO:0050795	regulation of behavior	0.8679	0.79442	0.2622	0.98113	0.04874	0.11706	0.37034	0.325	0.1708	0.77718	0.34767
GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	0.5206	0.23821	0.61344	0.50144	0.03369	0.03283	0.08026	0.06707	0.55967	0.45715	0.34768
GO:1902750	negative regulation of cell cycle G2/M phase transition	0.5206	0.23821	0.61344	0.50144	0.03369	0.03283	0.08026	0.06707	0.55967	0.45715	0.34768
GO:0016334	establishment or maintenance of polarity of follicular epithelium	0.1079	0.11349	0.11369	0.32317	0.53653	0.37278	0.50196	0.62786	0.08254	0.37652	0.347975
GO:0016051	carbohydrate biosynthetic process	0.3057	0.23358	0.32741	0.27371	0.36866	0.66798	0.70663	0.69017	0.4546	0.1198	0.348035
GO:0051224	negative regulation of protein transport	0.3513	0.17617	0.42732	0.2521	0.08451	0.13441	0.4156	0.42728	0.47086	0.34556	0.34843
GO:1904950	negative regulation of establishment of protein localization	0.3513	0.17617	0.42732	0.2521	0.08451	0.13441	0.4156	0.42728	0.47086	0.34556	0.34843
GO:0060627	regulation of vesicle-mediated transport	0.5959	0.54036	0.33425	0.19169	0.23482	0.43772	0.16593	0.36387	0.39369	0.23312	0.34906
GO:0043543	protein acylation	0.6191	0.75626	0.76811	0.32158	0.04553	0.03359	0.148	0.19662	0.83412	0.37665	0.349115
GO:0007568	aging	0.8499	0.80111	0.64098	0.08432	0.35785	0.54289	0.12754	0.10239	0.34078	0.32597	0.349315
GO:0046599	regulation of centriole replication	0.1436	0.11103	0.31271	0.55242	0.03446	0.0517	0.50955	0.58789	0.38644	0.6826	0.349575
GO:0044839	cell cycle G2/M phase transition	0.6567	0.36056	0.45472	0.33963	0.02249	0.03277	0.0849	0.07878	0.51696	0.47547	0.350095
GO:0006893	Golgi to plasma membrane transport	0.329	0.18602	0.20527	0.49501	0.40446	0.407	0.21541	0.37221	0.24962	0.37168	0.35034
GO:0098876	vesicle-mediated transport to the plasma membrane	0.329	0.18602	0.20527	0.49501	0.40446	0.407	0.21541	0.37221	0.24962	0.37168	0.35034
GO:0035195	gene silencing by miRNA	0.3555	0.22434	0.07695	0.98875	0.36308	0.3461	0.53072	0.09345	0.05155	0.94557	0.3508
GO:0035150	regulation of tube size	0.887	0.71141	0.38563	0.399	0.10037	0.28497	0.61389	0.20748	0.3162	0.23774	0.350915
GO:0031060	regulation of histone methylation	0.4247	0.77554	0.41002	0.36181	0.01779	0.01739	0.19947	0.18012	0.34048	0.51383	0.351145
GO:0035626	juvenile hormone mediated signaling pathway	0.2378	0.2434	0.05653	0.36195	0.62122	0.35165	0.42429	0.40087	0.22619	0.35238	0.352015
GO:0007010	cytoskeleton organization	0.0354	0.03162	0.3858	0.02946	0.35467	0.45625	0.65478	0.68051	0.35113	0.00941	0.3529
GO:0009416	response to light stimulus	0.7502	0.88991	0.66321	0.11331	0.19077	0.06682	0.19759	0.34945	0.49645	0.35774	0.353595
GO:0048747	muscle fiber development	0.7009	0.59601	0.28111	0.40596	0.13005	0.40226	0.51414	0.30523	0.14096	0.067	0.353745
GO:0040007	growth	0.5529	0.39055	0.58022	0.65787	0.24877	0.46965	0.25017	0.15813	0.31718	0.03454	0.353865
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	0.3683	0.34072	0.08119	0.45009	0.02323	0.03693	0.3908	0.39371	0.11379	0.46893	0.35451
GO:1903845	negative regulation of cellular response to transforming growth factor beta stimulus	0.3683	0.34072	0.08119	0.45009	0.02323	0.03693	0.3908	0.39371	0.11379	0.46893	0.35451
GO:0009595	detection of biotic stimulus	0.3529	0.35623	0.29874	0.47756	0.23433	0.24179	0.85117	0.92483	0.1664	0.49989	0.354565
GO:0098581	detection of external biotic stimulus	0.3529	0.35623	0.29874	0.47756	0.23433	0.24179	0.85117	0.92483	0.1664	0.49989	0.354565
GO:0006396	RNA processing	0.7415	0.85683	0.10061	0.42457	0.24944	0.28515	0.7113	0.09051	0.03241	0.47252	0.35486
GO:0035435	phosphate ion transmembrane transport	0.5122	0.55848	0.36996	0.34203	0.47729	0.52353	0.31108	0.23426	0.32983	0.34319	0.356575
GO:0006511	ubiquitin-dependent protein catabolic process	0.9581	0.86925	0.44382	0.34135	0.04426	0.12346	0.19217	0.09702	0.7609	0.37566	0.358505
GO:0019941	modification-dependent protein catabolic process	0.9581	0.86925	0.44382	0.34135	0.04426	0.12346	0.19217	0.09702	0.7609	0.37566	0.358505
GO:0032880	regulation of protein localization	0.3187	0.15425	0.75768	0.21675	0.67277	0.34937	0.15986	0.67151	0.60616	0.36782	0.358595
GO:0001745	compound eye morphogenesis	0.6491	0.80214	0.76636	0.26959	0.04309	0.10683	0.18512	0.17281	0.82478	0.44766	0.358625
GO:0019080	viral gene expression	0.2787	0.17192	0.10259	0.44007	0.47531	0.53515	0.45964	0.57556	0.10701	0.24047	0.359385
GO:0044033	multi-organism metabolic process	0.2787	0.17192	0.10259	0.44007	0.47531	0.53515	0.45964	0.57556	0.10701	0.24047	0.359385
GO:0007095	mitotic G2 DNA damage checkpoint	0.5214	0.23666	0.60835	0.6017	0.03278	0.03211	0.09559	0.08424	0.56489	0.48415	0.360405
GO:0031572	G2 DNA damage checkpoint	0.5214	0.23666	0.60835	0.6017	0.03278	0.03211	0.09559	0.08424	0.56489	0.48415	0.360405
GO:0009063	cellular amino acid catabolic process	0.2708	0.21201	0.41468	0.27553	0.80481	0.82408	0.79314	0.94796	0.27296	0.30692	0.3608
GO:0006072	glycerol-3-phosphate metabolic process	0.392	0.33021	NA	NA	NA	NA	NA	NA	NA	NA	0.361105
GO:0052646	alditol phosphate metabolic process	0.392	0.33021	NA	NA	NA	NA	NA	NA	NA	NA	0.361105
GO:0031503	protein complex localization	0.4178	0.36245	0.3603	0.17445	0.11942	0.23296	0.56481	0.34515	0.55234	0.42052	0.361375
GO:0000910	cytokinesis	0.1282	0.07219	0.99996	0.36101	0.97319	0.99833	0.11813	0.08293	0.99858	0.36175	0.36138
GO:0009913	epidermal cell differentiation	0.3744	0.6961	0.53562	0.11313	0.34851	0.33862	0.52578	0.3215	0.85745	0.29495	0.361455
GO:0016337	single organismal cell-cell adhesion	0.6645	0.72855	0.22811	0.15606	0.67064	0.72852	0.33149	0.37031	0.04753	0.35308	0.361695
GO:0007586	digestion	0.4242	0.25334	0.2184	0.06913	0.54354	0.51449	0.59662	0.59543	0.2578	0.29964	0.36192
GO:0016059	deactivation of rhodopsin mediated signaling	0.7298	0.82677	0.70293	0.18287	0.37944	0.1894	0.15152	0.34462	0.55762	0.19129	0.36203
GO:0046666	retinal cell programmed cell death	0.2095	0.1152	0.51098	0.43189	0.95362	0.69418	0.1083	0.11462	0.2924	0.821	0.362145
GO:0031124	mRNA 3'-end processing	0.194	0.65114	0.1633	0.53035	0.88364	0.82636	0.00689	0.02389	0.07031	0.59147	0.362175
GO:0040009	regulation of growth rate	0.4794	0.10078	0.45961	0.08781	0.24882	0.33341	0.40801	0.391	0.48073	0.32284	0.362205
GO:0010646	regulation of cell communication	0.936	0.83125	0.32618	0.18304	0.5467	0.35044	0.37446	0.21577	0.31384	0.46581	0.36245
GO:0023051	regulation of signaling	0.936	0.83125	0.32618	0.18304	0.5467	0.35044	0.37446	0.21577	0.31384	0.46581	0.36245
GO:0035296	regulation of tube diameter	0.672	0.4607	0.18605	0.15159	0.22736	0.71297	0.88438	0.62257	0.26427	0.07	0.362485
GO:0043124	negative regulation of I-kappaB kinase/NF-kappaB signaling	0.35	0.38287	0.2402	0.45809	0.10743	0.14999	0.30555	0.38072	0.37533	0.57842	0.362665
